,COVID Status,Gender,Race,Hispanic or Latino/A,Age,Trust in science (1-5 scale with 5 indicating most trust),Level of religious commitment (1-10 scale with 10 indicating highest trust),Political orientation (1-10 scale with 10 indicating most conservative and 1 indicating most liberal),How serious would it be for you if you contract COVID-19 in the next year? (1-10 scale with 10 being most serious),How confident are you that you can prevent getting COVID-19 in case of an outbreak? (1-5 scale with 5 being very confident),Please indicate your level of agreement with this statement: ‘My family and friends avoid crowded areas.’ (1-7 scale with 7 being strongly agree),I intend to get vaccinated for COVID-19 when the vaccine becomes available to me. (1-7 scale with 7 being Likely and 1 being Unlikely)
1433,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,37,3,4,6,5,4,1,4
1434,Hasn't had COVID,Male,Asian,Hispanic or Latino/A,30,4,5,3,8,4,2,6
1435,Hasn't had COVID,Female,Other,Not Hispanic or Latino/A,49,3,4,1,2,5,2,3
1436,Had COVID,Female,Asian,Not Hispanic or Latino/A,22,5,8,2,6,5,4,7
1437,Had COVID,Female,White,Hispanic or Latino/A,33,4,3,3,10,2,7,7
1438,Had COVID,Female,White,Not Hispanic or Latino/A,21,5,4,2,10,2,7,7
1439,Hasn't had COVID,Male,White,Hispanic or Latino/A,40,5,5,1,6,5,4,7
1440,Hasn't had COVID,Female,Asian,Hispanic or Latino/A,23,3,4,5,8,2,7,6
1441,Had COVID,Male,White,Not Hispanic or Latino/A,20,5,9,4,8,3,7,7
1442,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,30,5,4,1,10,4,7,7
1443,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,45,1,5,4,5,3,6,2
1444,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,31,5,3,2,6,3,3,7
1445,Hasn't had COVID,Female,Other,Not Hispanic or Latino/A,43,5,4,3,4,2,7,6
1446,Had COVID,Female,Asian,Not Hispanic or Latino/A,75,4,3,3,7,2,7,7
1447,Hasn't had COVID,Male,Other,Not Hispanic or Latino/A,34,2,6,1,4,5,6,3
1448,Hasn't had COVID,Female,Black or African American,Hispanic or Latino/A,23,5,4,5,5,5,7,5
1449,Hasn't had COVID,Female,White,Hispanic or Latino/A,57,5,3,2,3,4,4,6
1450,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,8,5,1,2,10,1,7,7
1451,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,12,2,7,3,9,4,5,4
1452,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,48,4,3,3,6,1,2,6
1453,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,34,1,3,2,10,3,4,3
1454,Had COVID,Male,Other,Not Hispanic or Latino/A,23,1,4,8,7,4,7,2
1455,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,42,4,5,3,10,1,5,7
1456,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,27,3,7,1,9,1,5,5
1457,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,35,4,7,3,9,1,6,5
1458,Had COVID,Male,White,Not Hispanic or Latino/A,26,5,5,5,10,5,5,7
1459,Had COVID,Female,Black or African American,Not Hispanic or Latino/A,26,2,3,2,8,2,7,4
1460,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,29,5,1,1,7,1,7,7
1461,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,59,4,4,1,8,5,6,6
1462,Had COVID,Male,White,Hispanic or Latino/A,56,5,6,3,6,3,2,7
1463,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,59,5,2,3,10,5,7,7
1464,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,4,5,3,4,4,5,6,6
1465,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,48,2,3,9,7,3,7,3
1466,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,54,2,7,1,6,5,7,4
1467,Hasn't had COVID,Non-Binary or Transgender,Asian,Not Hispanic or Latino/A,44,3,9,2,6,3,6,6
1468,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,28,3,7,9,8,3,7,5
1469,Had COVID,Female,White,Hispanic or Latino/A,29,4,7,2,6,3,4,6
1470,Hasn't had COVID,Female,White,Hispanic or Latino/A,29,5,5,3,8,1,5,7
1471,Had COVID,Female,White,Hispanic or Latino/A,11,3,4,6,10,3,7,6
1472,Had COVID,Female,White,Not Hispanic or Latino/A,32,3,1,3,10,2,4,6
1473,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,25,2,7,5,6,3,1,3
1474,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,21,5,2,4,6,2,7,6
1475,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,22,2,7,3,4,3,7,3
1476,Hasn't had COVID,Male,Black or African American,Not Hispanic or Latino/A,44,5,3,2,6,3,7,6
1477,Hasn't had COVID,Male,Black or African American,Not Hispanic or Latino/A,30,4,5,1,10,3,3,6
1478,Hasn't had COVID,Female,Black or African American,Hispanic or Latino/A,30,5,4,3,10,2,5,7
1479,Had COVID,Female,White,Not Hispanic or Latino/A,60,1,3,1,6,2,4,3
1480,Hasn't had COVID,Male,Other,Hispanic or Latino/A,10,2,7,1,8,3,7,4
1481,Hasn't had COVID,Female,Other,Hispanic or Latino/A,45,5,5,5,6,5,5,6
1482,Had COVID,Male,White,Not Hispanic or Latino/A,36,3,7,2,4,1,5,5
1483,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,40,1,9,3,7,2,1,3
1484,Hasn't had COVID,Male,Asian,Hispanic or Latino/A,46,2,2,1,4,5,6,4
1485,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,35,4,3,3,8,5,5,6
1486,Hasn't had COVID,Male,Asian,Not Hispanic or Latino/A,33,3,2,4,5,3,2,4
1487,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,52,4,2,4,10,3,4,6
1488,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,64,4,6,3,8,5,7,6
1489,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,45,4,5,1,4,4,6,6
1490,Hasn't had COVID,Non-Binary or Transgender,White,Not Hispanic or Latino/A,9,5,2,4,9,4,5,7
1491,Had COVID,Female,Black or African American,Not Hispanic or Latino/A,29,5,4,6,4,1,5,5
1492,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,26,5,5,4,8,2,7,7
1493,Had COVID,Male,Other,Hispanic or Latino/A,34,5,3,6,5,3,2,6
1494,Hasn't had COVID,Male,White,Hispanic or Latino/A,53,3,2,1,5,5,7,5
1495,Hasn't had COVID,Male,Black or African American,Hispanic or Latino/A,47,5,3,2,5,2,3,6
1496,Hasn't had COVID,Male,Asian,Not Hispanic or Latino/A,33,4,2,7,10,1,7,7
1497,Hasn't had COVID,Male,Black or African American,Not Hispanic or Latino/A,34,3,1,2,8,1,7,4
1498,Had COVID,Male,White,Not Hispanic or Latino/A,20,3,5,4,8,2,4,5
1499,Hasn't had COVID,Male,Asian,Hispanic or Latino/A,22,5,1,1,10,4,7,7
1500,Had COVID,Female,Asian,Hispanic or Latino/A,34,4,3,3,8,1,7,7
1501,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,62,4,2,3,4,1,3,5
1502,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,36,4,1,1,5,4,7,6
1503,Hasn't had COVID,Female,Asian,Hispanic or Latino/A,56,3,4,1,7,4,4,6
1504,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,36,1,4,2,2,2,4,2
1505,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,37,4,5,2,5,5,7,5
1506,Had COVID,Female,White,Hispanic or Latino/A,56,5,4,1,10,1,7,7
1507,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,30,1,3,4,3,2,3,2
1508,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,38,5,1,1,6,3,3,7
1509,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,32,1,3,2,3,2,4,2
1510,Hasn't had COVID,Female,White,Hispanic or Latino/A,45,5,4,2,9,1,3,7
1511,Hasn't had COVID,Male,Black or African American,Hispanic or Latino/A,31,1,7,2,5,2,6,2
1512,Had COVID,Male,Asian,Not Hispanic or Latino/A,21,5,3,3,10,2,2,7
1513,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,29,1,4,3,4,2,7,3
1514,Had COVID,Female,White,Hispanic or Latino/A,38,5,2,4,2,4,6,6
1515,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,42,2,3,2,9,2,4,4
1516,Had COVID,Female,Black or African American,Not Hispanic or Latino/A,35,5,7,1,10,3,7,7
1517,Hasn't had COVID,Male,Black or African American,Not Hispanic or Latino/A,33,2,2,2,3,3,5,2
1518,Hasn't had COVID,Male,White,Hispanic or Latino/A,34,2,6,2,4,4,2,3
1519,Hasn't had COVID,Male,Black or African American,Hispanic or Latino/A,51,5,7,3,6,4,5,6
1520,Had COVID,Non-Binary or Transgender,White,Not Hispanic or Latino/A,41,5,4,2,4,5,6,7
1521,Had COVID,Female,White,Hispanic or Latino/A,4,5,6,2,10,5,6,7
1522,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,42,1,5,1,9,1,2,2
1523,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,60,3,5,2,4,2,4,4
1524,Hasn't had COVID,Male,White,Hispanic or Latino/A,26,5,3,4,7,5,7,7
1525,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,27,3,7,5,7,2,4,5
1526,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,43,5,5,1,8,1,5,7
1527,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,42,1,2,5,2,3,7,2
1528,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,59,5,6,3,7,4,4,7
1529,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,27,5,3,1,2,5,6,6
1530,Had COVID,Male,White,Not Hispanic or Latino/A,28,3,9,3,6,4,5,5
1531,Hasn't had COVID,Male,Black or African American,Hispanic or Latino/A,34,4,4,7,3,3,7,4
1532,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,25,4,7,3,9,3,2,6
1533,Had COVID,Female,Black or African American,Not Hispanic or Latino/A,17,5,5,3,7,5,7,6
1534,Had COVID,Female,Other,Not Hispanic or Latino/A,35,5,1,6,7,4,3,6
1535,Hasn't had COVID,Non-Binary or Transgender,White,Not Hispanic or Latino/A,22,1,3,1,4,4,7,3
1536,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,43,4,2,6,10,1,2,5
1537,Hasn't had COVID,Male,Asian,Not Hispanic or Latino/A,21,4,4,3,8,1,6,7
1538,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,28,4,1,6,5,4,7,5
1539,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,48,3,10,3,10,1,6,6
1540,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,38,2,1,2,8,3,7,3
1541,Hasn't had COVID,Female,White,Hispanic or Latino/A,23,5,5,3,7,2,6,7
1542,Hasn't had COVID,Male,White,Hispanic or Latino/A,20,5,3,3,7,5,2,7
1543,Hasn't had COVID,Male,Black or African American,Hispanic or Latino/A,28,3,6,6,8,1,3,4
1544,Hasn't had COVID,Male,Asian,Not Hispanic or Latino/A,53,1,4,1,6,5,7,3
1545,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,41,5,2,3,6,4,3,6
1546,Hasn't had COVID,Female,Black or African American,Hispanic or Latino/A,61,1,5,2,7,5,3,2
1547,Hasn't had COVID,Female,White,Hispanic or Latino/A,32,4,5,4,8,1,5,6
1548,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,33,1,1,2,1,5,4,1
1549,Hasn't had COVID,Male,Other,Not Hispanic or Latino/A,59,1,3,2,4,2,5,2
1550,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,23,5,2,2,8,5,7,7
1551,Hasn't had COVID,Female,Other,Not Hispanic or Latino/A,28,1,3,4,5,3,7,2
1552,Hasn't had COVID,Male,White,Hispanic or Latino/A,23,5,5,1,8,1,5,7
1553,Hasn't had COVID,Male,Asian,Not Hispanic or Latino/A,23,2,3,2,4,2,7,4
1554,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,64,1,8,4,8,5,6,3
1555,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,63,2,5,1,4,5,5,3
1556,Had COVID,Male,Asian,Not Hispanic or Latino/A,46,5,5,3,5,2,3,7
